Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
W1759,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1760,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1761,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1762,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1763,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1764,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1767,,,CO,Larimer,,culex tarsalis,41491,,mosquito,Culex
W1768,,,CO,Larimer,,culex tarsalis,41491,,mosquito,Culex
W1769,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1770,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1772,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1774,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1775,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1776,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1777,,,CO,Larimer,,culex tarsalis,41505,,mosquito,Culex
W1781,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1785,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1788,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1789,,,CO,Larimer,,culex tarsalis,41519,,mosquito,Culex
W1791,,,CO,Larimer,,culex tarsalis,41848,,mosquito,Culex
W1792,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1793,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1794,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1800,,,CO,Larimer,,culex tarsalis,41869,,mosquito,Culex
W1803,,,CO,Larimer,,culex tarsalis,41876,,mosquito,Culex
W1804,,,CO,Larimer,,culex. pipiens,42184,,mosquito,Culex
W1808,,,CO,Larimer,,culex. pipiens,42226,,mosquito,Culex
W1809,,,CO,Larimer,,culex. pipiens,42233,,mosquito,Culex
W1810,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1811,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1812,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1816,,,CO,Larimer,,culex. pipiens,42254,,mosquito,Culex
W1817,,,CO,Larimer,,culex. pipiens,42261,,mosquito,Culex
W1825,,,CO,Larimer,,culex. pipiens,42590,,mosquito,Culex
W1826,,,CO,Larimer,,culex. pipiens,42590,,mosquito,Culex
W1827,,,CO,Larimer,,culex. pipiens,42597,,mosquito,Culex
W1828,,,CO,Larimer,,culex. pipiens,42597,,mosquito,Culex
W1831,,,CO,Larimer,,culex. pipiens,42625,,mosquito,Culex
W1833,,,CO,Larimer,,culex. pipiens,42933,,mosquito,Culex
W1841,,,CO,Larimer,,culex. pipiens,43318,,mosquito,Culex
W1805,,,CO,Larimer,,culex. tarsalis,42212,,mosquito,Culex
W1806,,,CO,Larimer,,culex. tarsalis,42219,,mosquito,Culex
W1807,,,CO,Larimer,,culex. tarsalis,42219,,mosquito,Culex
W1819,,,CO,Larimer,,culex. tarsalis,42548,,mosquito,Culex
W1820,,,CO,Larimer,,culex. tarsalis,42569,,mosquito,Culex
W1823,,,CO,Larimer,,culex. tarsalis,42590,,mosquito,Culex
W1824,,,CO,Larimer,,culex. tarsalis,42590,,mosquito,Culex
W1836,,,CO,Larimer,,culex. tarsalis,42968,,mosquito,Culex
ON994909,West Nile virus,USA,MA,Lexington,,alpaca,43714,"    Direct Submission
  ",other_species,
W0891,,,OH,Lorain,,,43306,,,
DQ080057,,,CA,Los Angeles,,crow,2003,,bird,Passeriformes
DQ080058,,,CA,Los Angeles,,crow,2003,,bird,Passeriformes
DQ080054,,,CA,Los Angeles,,culex quinquefasciatus,2003,,mosquito,Culex
W113,,,CA,Los Angeles,,american crow,38132,,bird,American Crow
W115,,,CA,Los Angeles,,american crow,38177,,bird,American Crow
W132,,,CA,Los Angeles,,american crow,39685,,bird,American Crow
W143,,,CA,Los Angeles,,american crow,41066,,bird,American Crow
W147,,,CA,Los Angeles,,american crow,41107,,bird,American Crow
W150,,,CA,Los Angeles,,american crow,41110,,bird,American Crow
W163,,,CA,Los Angeles,,american crow,42909,,bird,American Crow
W164,,,CA,Los Angeles,,american crow,42909,,bird,American Crow
W168,,,CA,Los Angeles,,american crow,42929,,bird,American Crow
W175,,,CA,Los Angeles,,culex quinquefasciatus,38232,,mosquito,Culex
W176,,,CA,Los Angeles,,culex quinquefasciatus,38232,,mosquito,Culex
W177,,,CA,Los Angeles,,culex quinquefasciatus,38516,,mosquito,Culex
W179,,,CA,Los Angeles,,culex quinquefasciatus,38936,,mosquito,Culex
W180,,,CA,Los Angeles,,culex quinquefasciatus,38934,,mosquito,Culex
W187,,,CA,Los Angeles,,culex quinquefasciatus,40766,,mosquito,Culex
W208,,,CA,Los Angeles,,culex quinquefasciatus,41508,,mosquito,Culex
W209,,,CA,Los Angeles,,culex quinquefasciatus,41508,,mosquito,Culex
W221,,,CA,Los Angeles,,culex quinquefasciatus,42138,,mosquito,Culex
W247,,,CA,Los Angeles,,culex quinquefasciatus,42914,,mosquito,Culex
W248,,,CA,Los Angeles,,culex quinquefasciatus,42915,,mosquito,Culex
W129,,,CA,Los Angeles,,house finch,39675,,bird,Passeriformes
W0831,,,OH,Lucas,,,43294,,,
W0835,,,OH,Lucas,,,43298,,,
W0836,,,OH,Lucas,,,43298,,,
W1388,,,MN,Lyon,,crow,37477,,bird,Passeriformes
W1442,,,MN,Lyon,,,37832,,,
W1499,,,MN,Lyon,,,38588,,,
W214,,,CA,Madera,,culex tarsalis,41814,,mosquito,Culex
W1490,,,MN,Mahnomen,,,38559,,,
DQ080052,,,AZ,Maricopoa Co.,,culex tarsalis,2003,,mosquito,Culex
W1494,,,MN,Meeker,,,38587,,,
W148,,,CA,Merced,,american crow,41107,,bird,American Crow
W159,,,CA,Merced,,ca scrub jay,41511,,bird,Passeriformes
W249,,,CA,Merced,,culex pipiens,42949,,mosquito,Culex
W151,,,CA,Merced,,yellow billed magpie,41129,,bird,Passeriformes
OR605719,West Nile virus,USA,FL,Miami,,culex quinquefasciatus,43991,"    Direct Submission
  ",mosquito,Culex
OR605720,West Nile virus,USA,FL,Miami,,culex quinquefasciatus,43991,"    Direct Submission
  ",mosquito,Culex
W1968,,,IA,Monona,,culex restuans,42940,,mosquito,Culex
W0899,,,OH,Montgomery,,,43305,,,
W0901,,,OH,Montgomery,,,43306,,,
W0902,,,OH,Montgomery,,,43308,,,
GU828004,,,TX,Montgomery County,,bluejay,2003,,bird,Blue Jay
W0947,,,OR,Morrow,,,2018,,,
W1419,,,MN,Mower,,,37816,,,
W1423,,,MN,Mower,,,37820,,,
W1438,,,MN,Mower,,,37825,,,
W1465,,,MN,Mower,,,38184,,,
W1491,,,MN,Mower,,,38567,,,
OK631660,West Nile virus,USA,NY,Nassau County,,culex pipiens restuans complex,42262,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito,Culex
W1394,,,MN,Nicollet,,crow,37475,,bird,Passeriformes
W1389,,,MN,Nobles,,crow,37477,,bird,Passeriformes
W1432,,,MN,Olmsted,,,37824,,,
W1447,,,MN,Olmsted,,,38167,,,
W1448,,,MN,Olmsted,,,38167,,,
W1449,,,MN,Olmsted,,,38167,,,
W1386,,,MN,Otter Tail,,crow,37483,,bird,Passeriformes
W1356,,,LA,Ouachita,,culex quinq.,42907,,mosquito,Culex
W1364,,,LA,Ouachita,,culex quinq.,42923,,mosquito,Culex
DQ080072,,,FL,Palm Beach Co.,,catbird,2001,,bird,Passeriformes
W1500,,,MN,Pennington,,,38597,,,
W827,,,WA,Pierce,,culex pipiens,43326,,mosquito,Culex
W152,,,CA,Placer,,american robin,41488,,bird,Passeriformes
W1856,,,IA,Polk,,cpg,44004,,,
W1863,,,IA,Polk,,cpg,44061,,,
W1866,,,IA,Polk,,cpg,44067,,,
W1920,,,IA,Polk,,cpg,42601,,,
W1894,,,IA,Polk,,culex pipiens,44109,,mosquito,Culex
W1907,,,IA,Polk,,culex pipiens,42571,,mosquito,Culex
W1911,,,IA,Polk,,culex pipiens,42577,,mosquito,Culex
W1915,,,IA,Polk,,culex pipiens,42590,,mosquito,Culex
W1958,,,IA,Polk,,culex pipiens,42933,,mosquito,Culex
W1972,,,IA,Polk,,culex pipiens,42940,,mosquito,Culex
W1976,,,IA,Polk,,culex pipiens,42947,,mosquito,Culex
W1983,,,IA,Polk,,culex pipiens,42961,,mosquito,Culex
W1918,,,IA,Polk,,culex restuans,42601,,mosquito,Culex
W1944,,,IA,Polk,,culex restuans,42891,,mosquito,Culex
W1953,,,IA,Polk,,culex restuans,42926,,mosquito,Culex
W1954,,,IA,Polk,,culex restuans,42926,,mosquito,Culex
W1957,,,IA,Polk,,culex restuans,42933,,mosquito,Culex
W1959,,,IA,Polk,,culex restuans,42933,,mosquito,Culex
W1973,,,IA,Polk,,culex restuans,42947,,mosquito,Culex
W1979,,,IA,Polk,,culex restuans,42954,,mosquito,Culex
W1981,,,IA,Polk,,culex restuans,42961,,mosquito,Culex
W1984,,,IA,Polk,,culex restuans,42961,,mosquito,Culex
W2002,,,IA,Polk,,culex restuans,42975,,mosquito,Culex
W2009,,,IA,Polk,,culex restuans,42982,,mosquito,Culex
W2011,,,IA,Polk,,culex restuans,42989,,mosquito,Culex
W2012,,,IA,Polk,,culex restuans,42989,,mosquito,Culex
W1917,,,IA,Polk,,culex salinarius,42595,,mosquito,Culex
W1400,,,MN,Pope,,crow,37475,,bird,Passeriformes
W1966,,,IA,Pottawattamie,,cpg,42940,,,
W2010,,,IA,Pottawattamie,,culex pipiens,42982,,mosquito,Culex
W1945,,,IA,Pottawattamie,,culex restuans,42905,,mosquito,Culex
W1960,,,IA,Pottawattamie,,culex restuans,42940,,mosquito,Culex
W1989,,,IA,Pottawattamie,,culex restuans,42961,,mosquito,Culex
W1998,,,IA,Pottawattamie,,culex restuans,42968,,mosquito,Culex
W2006,,,IA,Pottawattamie,,culex restuans,42975,,mosquito,Culex
W2007,,,IA,Pottawattamie,,culex restuans,42975,,mosquito,Culex
W2021,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W2022,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W2023,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W1384,,,MN,Ramsey,,crow,37476,,bird,Passeriformes
W1387,,,MN,Ramsey,,crow,37477,,bird,Passeriformes
W1409,,,MN,Ramsey,,crow,37475,,bird,Passeriformes
W1414,,,MN,Ramsey,,,37819,,,
W1420,,,MN,Ramsey,,,37819,,,
W1434,,,MN,Ramsey,,,37825,,,
W1458,,,MN,Ramsey,,,38173,,,
W1462,,,MN,Ramsey,,,38181,,,
W1464,,,MN,Ramsey,,,38177,,,
W1477,,,MN,Ramsey,,,38544,,,
W1479,,,MN,Ramsey,,,38557,,,
W1481,,,MN,Ramsey,,,38561,,,
W1502,,,MN,Ramsey,,,38601,,,
W1383,,,MN,Redwood,,crow,37476,,bird,Passeriformes
W1441,,,MN,Renville,,,37833,,,
W1461,,,MN,Renville,,,38182,,,
W1436,,,MN,Rice,,,37830,,,
W145,,,CA,Riverside,,american crow,41074,,bird,American Crow
W161,,,CA,Riverside,,american crow,42903,,bird,American Crow
W166,,,CA,Riverside,,american crow,42919,,bird,American Crow
W195,,,CA,Riverside,,culex tarsalis,41144,,mosquito,Culex
W0982,,,NH,Rockingham,,ae. cinereus,43354,,mosquito,Aedes and Ochlerotatus
W0965,,,NH,Rockingham,,cq. perturbans,43321,,mosquito,Psorophora and Coquillettidia
W0951,,,NH,Rockingham,,cs. melanura,41548,,mosquito,Culiseta
W0959,,,NH,Rockingham,,cs. melanura,42993,,mosquito,Culiseta
W0961,,,NH,Rockingham,,cs. melanura,43013,,mosquito,Culiseta
W0962,,,NH,Rockingham,,cs. melanura,43013,,mosquito,Culiseta
W0981,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0983,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0984,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0985,,,NH,Rockingham,,cs. melanura,43356,,mosquito,Culiseta
W0987,,,NH,Rockingham,,cs. melanura,43361,,mosquito,Culiseta
W0953,,,NH,Rockingham,,cs. morsitans,42257,,mosquito,Culiseta
W0990,,,NH,Rockingham,,cs. morsitans,43377,,mosquito,Culiseta
W0975,,,NH,Rockingham,,culex pipiens,43340,,mosquito,Culex
W0988,,,NH,Rockingham,,culex restuans,43361,,mosquito,Culex
W0950,,,NH,Rockingham,,culex salinarius,41521,,mosquito,Culex
W0958,,,NH,Rockingham,,culex salinarius,42990,,mosquito,Culex
W0976,,,NH,Rockingham,,culex salinarius,43340,,mosquito,Culex
W0980,,,NH,Rockingham,,culex salinarius,43354,,mosquito,Culex
W0986,,,NH,Rockingham,,culex salinarius,43361,,mosquito,Culex
W727,,,CA,Sacramento,,american crow,40361,,bird,American Crow
W728,,,CA,Sacramento,,american crow,40368,,bird,American Crow
W730,,,CA,Sacramento,,american crow,40392,,bird,American Crow
W732,,,CA,Sacramento,,american crow,40438,,bird,American Crow
W733,,,CA,Sacramento,,american crow,40443,,bird,American Crow
W734,,,CA,Sacramento,,american crow,40773,,bird,American Crow
W736,,,CA,Sacramento,,american crow,40779,,bird,American Crow
W738,,,CA,Sacramento,,american crow,40784,,bird,American Crow
W739,,,CA,Sacramento,,american crow,40788,,bird,American Crow
W740,,,CA,Sacramento,,american crow,40792,,bird,American Crow
W743,,,CA,Sacramento,,american crow,41073,,bird,American Crow
W745,,,CA,Sacramento,,american crow,41083,,bird,American Crow
W748,,,CA,Sacramento,,american crow,41425,,bird,American Crow
W749,,,CA,Sacramento,,american crow,41457,,bird,American Crow
W752,,,CA,Sacramento,,american crow,41485,,bird,American Crow
W754,,,CA,Sacramento,,american crow,41535,,bird,American Crow
W756,,,CA,Sacramento,,american crow,41830,,bird,American Crow
W758,,,CA,Sacramento,,american crow,41886,,bird,American Crow
W768,,,CA,Sacramento,,american crow,42281,,bird,American Crow
W771,,,CA,Sacramento,,american crow,42541,,bird,American Crow
W774,,,CA,Sacramento,,american crow,42561,,bird,American Crow
W781,,,CA,Sacramento,,american crow,42986,,bird,American Crow
W810,,,CA,Sacramento,,american crow,39512,,bird,American Crow
W820,,,CA,Sacramento,,american robin,40060,,bird,Passeriformes
W772,,,CA,Sacramento,,brewer's blackbird,42543,,bird,Passeriformes
W731,,,CA,Sacramento,,ca scrub jay,40433,,bird,Passeriformes
W742,,,CA,Sacramento,,ca scrub jay,41067,,bird,Passeriformes
W746,,,CA,Sacramento,,ca scrub jay,41088,,bird,Passeriformes
W755,,,CA,Sacramento,,ca scrub jay,41805,,bird,Passeriformes
W757,,,CA,Sacramento,,ca scrub jay,41863,,bird,Passeriformes
W765,,,CA,Sacramento,,ca scrub jay,42222,,bird,Passeriformes
W770,,,CA,Sacramento,,ca scrub jay,42536,,bird,Passeriformes
W800,,,CA,Sacramento,,ca scrub jay,38909,,bird,Passeriformes
W812,,,CA,Sacramento,,ca scrub jay,39635,,bird,Passeriformes
W818,,,CA,Sacramento,,ca scrub jay,40043,,bird,Passeriformes
W821,,,CA,Sacramento,,ca scrub jay,40083,,bird,Passeriformes
W643,,,CA,Sacramento,,culex pipiens,38924,,mosquito,Culex
W654,,,CA,Sacramento,,culex pipiens,39295,,mosquito,Culex
W658,,,CA,Sacramento,,culex pipiens,39654,,mosquito,Culex
W660,,,CA,Sacramento,,culex pipiens,39673,,mosquito,Culex
W675,,,CA,Sacramento,,culex pipiens,40456,,mosquito,Culex
W676,,,CA,Sacramento,,culex pipiens,40464,,mosquito,Culex
W684,,,CA,Sacramento,,culex pipiens,41067,,mosquito,Culex
W690,,,CA,Sacramento,,culex pipiens,41145,,mosquito,Culex
W691,,,CA,Sacramento,,culex pipiens,41446,,mosquito,Culex
W704,,,CA,Sacramento,,culex pipiens,41851,,mosquito,Culex
W705,,,CA,Sacramento,,culex pipiens,42192,,mosquito,Culex
W711,,,CA,Sacramento,,culex pipiens,42256,,mosquito,Culex
W712,,,CA,Sacramento,,culex pipiens,42535,,mosquito,Culex
W713,,,CA,Sacramento,,culex pipiens,42549,,mosquito,Culex
W719,,,CA,Sacramento,,culex pipiens,42934,,mosquito,Culex
W723,,,CA,Sacramento,,culex pipiens,42969,,mosquito,Culex
W724,,,CA,Sacramento,,culex pipiens,42984,,mosquito,Culex
W635,,,CA,Sacramento,,culex tarsalis,38545,,mosquito,Culex
W636,,,CA,Sacramento,,culex tarsalis,38545,,mosquito,Culex
W637,,,CA,Sacramento,,culex tarsalis,38563,,mosquito,Culex
W650,,,CA,Sacramento,,culex tarsalis,39276,,mosquito,Culex
W651,,,CA,Sacramento,,culex tarsalis,39291,,mosquito,Culex
W655,,,CA,Sacramento,,culex tarsalis,39303,,mosquito,Culex
W656,,,CA,Sacramento,,culex tarsalis,39637,,mosquito,Culex
W657,,,CA,Sacramento,,culex tarsalis,39653,,mosquito,Culex
W659,,,CA,Sacramento,,culex tarsalis,39672,,mosquito,Culex
W661,,,CA,Sacramento,,culex tarsalis,39679,,mosquito,Culex
W667,,,CA,Sacramento,,culex tarsalis,40045,,mosquito,Culex
W668,,,CA,Sacramento,,culex tarsalis,40045,,mosquito,Culex
W669,,,CA,Sacramento,,culex tarsalis,40065,,mosquito,Culex
W670,,,CA,Sacramento,,culex tarsalis,40368,,mosquito,Culex
W677,,,CA,Sacramento,,culex tarsalis,40746,,mosquito,Culex
W678,,,CA,Sacramento,,culex tarsalis,40764,,mosquito,Culex
W679,,,CA,Sacramento,,culex tarsalis,40773,,mosquito,Culex
W680,,,CA,Sacramento,,culex tarsalis,40780,,mosquito,Culex
W681,,,CA,Sacramento,,culex tarsalis,40786,,mosquito,Culex
W682,,,CA,Sacramento,,culex tarsalis,40794,,mosquito,Culex
W685,,,CA,Sacramento,,culex tarsalis,41074,,mosquito,Culex
W686,,,CA,Sacramento,,culex tarsalis,41081,,mosquito,Culex
W688,,,CA,Sacramento,,culex tarsalis,41102,,mosquito,Culex
W692,,,CA,Sacramento,,culex tarsalis,41471,,mosquito,Culex
W694,,,CA,Sacramento,,culex tarsalis,41474,,mosquito,Culex
W698,,,CA,Sacramento,,culex tarsalis,41814,,mosquito,Culex
W699,,,CA,Sacramento,,culex tarsalis,41821,,mosquito,Culex
W700,,,CA,Sacramento,,culex tarsalis,41823,,mosquito,Culex
W701,,,CA,Sacramento,,culex tarsalis,41830,,mosquito,Culex
W715,,,CA,Sacramento,,culex tarsalis,42577,,mosquito,Culex
W716,,,CA,Sacramento,,culex tarsalis,42580,,mosquito,Culex
W718,,,CA,Sacramento,,culex tarsalis,42591,,mosquito,Culex
W720,,,CA,Sacramento,,culex tarsalis,42948,,mosquito,Culex
W791,,,CA,Sacramento,,house finch,38565,,bird,Passeriformes
W808,,,CA,Sacramento,,house finch,39287,,bird,Passeriformes
DQ080059,,,CA,Sacramento,,magpie,2003,,bird,Passeriformes
W737,,,CA,Sacramento,,northern mockingbird,40778,,bird,Passeriformes
W789,,,CA,Sacramento,,northern mockingbird,38554,,bird,Passeriformes
W767,,,CA,Sacramento,,red tailed hawk,42271,,bird,Accipitriformes
W780,,,CA,Sacramento,,western bluebird,42950,,bird,Passeriformes
W784,,,CA,Sacramento,,western scrub jay,38229,,bird,Passeriformes
W796,,,CA,Sacramento,,western scrub jay,38561,,bird,Passeriformes
W729,,,CA,Sacramento,,yellow billed magpie,40368,,bird,Passeriformes
W744,,,CA,Sacramento,,yellow billed magpie,41075,,bird,Passeriformes
W751,,,CA,Sacramento,,yellow billed magpie,41479,,bird,Passeriformes
W760,,,CA,Sacramento,,yellow billed magpie,41893,,bird,Passeriformes
W773,,,CA,Sacramento,,yellow billed magpie,42551,,bird,Passeriformes
W778,,,CA,Sacramento,,yellow billed magpie,42915,,bird,Passeriformes
W779,,,CA,Sacramento,,yellow billed magpie,42921,,bird,Passeriformes
W785,,,CA,Sacramento,,yellow billed magpie,38211,,bird,Passeriformes
W788,,,CA,Sacramento,,yellow billed magpie,38539,,bird,Passeriformes
W795,,,CA,Sacramento,,yellow billed magpie,38558,,bird,Passeriformes
W797,,,CA,Sacramento,,yellow billed magpie,38973,,bird,Passeriformes
W799,,,CA,Sacramento,,yellow billed magpie,38889,,bird,Passeriformes
W803,,,CA,Sacramento,,yellow billed magpie,39276,,bird,Passeriformes
W807,,,CA,Sacramento,,yellow billed magpie,39287,,bird,Passeriformes
W114,,,CA,SanBernardino,,american crow,38135,,bird,American Crow
W165,,,CA,SanBernardino,,ca scrub jay,42916,,bird,Passeriformes
W210,,,CA,SanBernardino,,culex quinquefasciatus,41501,,mosquito,Culex
W127,,,CA,SanBernardino,,northern mockingbird,39671,,bird,Passeriformes
W001,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W002,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W003,,,CA,SanDiego,,american crow,39678,,bird,American Crow
W004,,,CA,SanDiego,,american crow,39946,,bird,American Crow
W005,,,CA,SanDiego,,american crow,41211,,bird,American Crow
W006,,,CA,SanDiego,,american crow,41465,,bird,American Crow
W007,,,CA,SanDiego,,american crow,41478,,bird,American Crow
W008,,,CA,SanDiego,,american crow,41919,,bird,American Crow
W009,,,CA,SanDiego,,american crow,42279,,bird,American Crow
W010,,,CA,SanDiego,,american crow,42597,,bird,American Crow
W018,,,CA,SanDiego,,american crow,39160,,bird,American Crow
W019,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W020,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W022,,,CA,SanDiego,,american crow,39484,,bird,American Crow
W026,,,CA,SanDiego,,american crow,39582,,bird,American Crow
W028,,,CA,SanDiego,,american crow,39610,,bird,American Crow
W029,,,CA,SanDiego,,american crow,39610,,bird,American Crow
W033,,,CA,SanDiego,,american crow,39667,,bird,American Crow
W036,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W037,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W038,,,CA,SanDiego,,american crow,39783,,bird,American Crow
W039,,,CA,SanDiego,,american crow,39790,,bird,American Crow
W041,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W045,,,CA,SanDiego,,american crow,39895,,bird,American Crow
W047,,,CA,SanDiego,,american crow,39954,,bird,American Crow
W049,,,CA,SanDiego,,american crow,39982,,bird,American Crow
W050,,,CA,SanDiego,,american crow,40071,,bird,American Crow
W051,,,CA,SanDiego,,american crow,40086,,bird,American Crow
W055,,,CA,SanDiego,,american crow,41487,,bird,American Crow
W057,,,CA,SanDiego,,american crow,41526,,bird,American Crow
W058,,,CA,SanDiego,,american crow,41579,,bird,American Crow
W059,,,CA,SanDiego,,american crow,41585,,bird,American Crow
W062,,,CA,SanDiego,,american crow,41837,,bird,American Crow
W065,,,CA,SanDiego,,american crow,41907,,bird,American Crow
W067,,,CA,SanDiego,,american crow,41915,,bird,American Crow
W073,,,CA,SanDiego,,american crow,41960,,bird,American Crow
W077,,,CA,SanDiego,,american crow,42137,,bird,American Crow
W095,,,CA,SanDiego,,american crow,43013,,bird,American Crow
W097,,,CA,SanDiego,,american crow,43027,,bird,American Crow
W101,,,CA,SanDiego,,american crow,42247,,bird,American Crow
W102,,,CA,SanDiego,,american crow,42247,,bird,American Crow
W104,,,CA,SanDiego,,american crow,42279,,bird,American Crow
W110,,,CA,SanDiego,,american crow,42396,,bird,American Crow
W111,,,CA,SanDiego,,american crow,42403,,bird,American Crow
W112,,,CA,SanDiego,,american crow,42418,,bird,American Crow
W502,,,CA,SanDiego,,american crow,39484,,bird,American Crow
W505,,,CA,SanDiego,,american crow,39590,,bird,American Crow
W506,,,CA,SanDiego,,american crow,39601,,bird,American Crow
