Name,organism,country,city/state,county,isolation_source,host,collection_date, 
KJ501425,West Nile virus,USA,SD,,feather pulp,Pelecanus erythrorhynchos,2007,"    Direct Submission
  "
KJ501426,West Nile virus,USA,TX,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501427,West Nile virus,USA,TX,,kidney and spleen,Ictinia mississippiensis,2002,"    Direct Submission
  "
KJ501428,West Nile virus,USA,CA,,kidney and spleen,Phalacrocorax auritus,2006,"    Direct Submission
  "
KJ501429,West Nile virus,USA,WI,,feather pulp,Pelecanus erythrorhynchos,2006,"    Direct Submission
  "
KJ501430,West Nile virus,USA,WI,,feather pulp,Pelecanus erythrorhynchos,2006,"    Direct Submission
  "
KJ501431,West Nile virus,USA,WI,,feather pulp,Pelecanus erythrorhynchos,2006,"    Direct Submission
  "
KJ501432,West Nile virus,USA,MA,,feather,Corvus brachyrhynchos,2012,"    Direct Submission
  "
KJ501434,West Nile virus,USA,MT,,feather,Pelecanus erythrorhynchos,2012,"    Direct Submission
  "
KJ501437,West Nile virus,USA,WI,,oral swab,Corvus brachyrhynchos,2012,"    Direct Submission
  "
KJ501438,West Nile virus,USA,,,feather,Haliaeetus leucocephalus,2010,"    Direct Submission
  "
KJ501439,,,,,,American Crow  ,2001,
KJ501440,,,,,,American White Pelican  ,2008,
KJ501441,,,,,,Ferruginous Hawk,2008,
KJ501442,,,,,,Bald Eagle  ,2010,
KJ501443,,,,,,American Crow  ,2001,
KJ501444,,,GA,,,Blue Jay  ,2002,
KJ501445,West Nile virus,USA,,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501446,,,,,,Great Horned Owl  ,2003,
KJ501447,,,,,,American Crow  ,2003,
KJ501448,West Nile virus,USA,,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501449,West Nile virus,USA,PA,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501450,West Nile virus,USA,PA,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501451,West Nile virus,USA,PA,,kidney and spleen,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501452,West Nile virus,USA,WI,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501453,West Nile virus,USA,WI,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501454,West Nile virus,USA,WI,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501455,West Nile virus,USA,AL,,kidney and spleen,Cyanocitta cristata,2001,"    Direct Submission
  "
KJ501456,West Nile virus,USA,MD,,feather pulp,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501457,West Nile virus,USA,MA,,feather pulp,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501458,West Nile virus,USA,MO,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501459,,,OK,,,American Crow  ,2003,
KJ501460,West Nile virus,USA,,,brain,Sciurus carolinensis,2003,"    Direct Submission
  "
KJ501461,West Nile virus,USA,FL,,kidney and spleen,Calidris alba,2005,"    Direct Submission
  "
KJ501462,West Nile virus,USA,IA,,kidney and spleen,Buteo jamaicensis,2002,"    Direct Submission
  "
KJ501463,West Nile virus,USA,KS,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501464,West Nile virus,USA,MD,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501465,West Nile virus,USA,MI,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501466,West Nile virus,USA,MI,,eyelid,Bubo virginianus,2002,"    Direct Submission
  "
KJ501467,West Nile virus,USA,MI,,blood,Bubo virginianus,2002,"    Direct Submission
  "
KJ501468,West Nile virus,USA,MS,,kidney and spleen,Sturnidae,2001,"    Direct Submission
  "
KJ501469,West Nile virus,USA,NE,,feather,Charadrius melodus,2003,"    Direct Submission
  "
KJ501470,West Nile virus,USA,SD,,"kidney, spleen, and heart",Larus delawarensis,2003,"    Direct Submission
  "
KJ501471,West Nile virus,USA,AZ,,feather pulp,Haliaeetus leucocephalus,2005,"    Direct Submission
  "
KJ501472,West Nile virus,USA,GA,,feather pulp,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501473,West Nile virus,USA,IL,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501474,West Nile virus,USA,IA,,brain,Bubo virginianus,2002,"    Direct Submission
  "
KJ501475,West Nile virus,USA,KS,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501476,West Nile virus,USA,KS,,kidney and spleen,Pica pica,2002,"    Direct Submission
  "
KJ501477,West Nile virus,USA,,,feather pulp,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501478,,,,,,Blue Jay  ,2003,
KJ501479,,,,,,House Sparrow  ,2002,
KJ501480,,,,,,American Crow  ,2001,
KJ501481,,,,,,American Crow  ,2002,
KJ501482,,,,,,Blue Jay  ,2002,
KJ501483,,,,,,Blue Jay  ,2002,
KJ501484,,,,,,American Crow  ,2002,
KJ501485,,,,,,American White Pelican  ,2006,
KJ501486,,,,,,Red-headed Tanager  ,2001,
KJ501487,,,,,,American Crow  ,2005,
KJ501488,,,,,,American White Pelican  ,2003,
KJ501489,,,,,,American Crow  ,2002,
KJ501490,,,,,,American Crow  ,2002,
KJ501491,,,,,,American Crow  ,2002,
KJ501492,,,,,,American White Pelican  ,2005,
KJ501493,,,,,,Northern Mockingbird  ,2001,
KJ501494,,,,,,American Crow  ,2001,
KJ501495,,,,,,Blue Jay  ,2002,
KJ501496,,,,,,Blue Jay  ,2001,
KJ501497,,,,,,Hawk,2001,
KJ501498,West Nile virus,USA,,,kidney and spleen,Passer domesticus,2003,"    Direct Submission
  "
KJ501499,West Nile virus,USA,MD,,kidney and spleen,Falco sparverius,2003,"    Direct Submission
  "
KJ501500,West Nile virus,USA,MD,,brain,Larus smithsonianus,2009,"    Direct Submission
  "
KJ501501,West Nile virus,USA,MO,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501502,West Nile virus,USA,MT,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501503,West Nile virus,USA,ND,,kidney and spleen,Turdus migratorius,2002,"    Direct Submission
  "
KJ501504,West Nile virus,USA,ND,,feather,Branta canadensis,2003,"    Direct Submission
  "
KJ501505,West Nile virus,USA,OK,,kidney and spleen,Corvus brachyrhynchos,2002,"    Direct Submission
  "
KJ501506,West Nile virus,USA,OK,,feather,Corvus brachyrhynchos,2003,"    Direct Submission
  "
KJ501507,West Nile virus,USA,SD,,kidney and spleen,Pelecanus erythrorhynchos,2001,"    Direct Submission
  "
KJ501508,West Nile virus,USA,TX,,feather pulp,Zenaida macroura,2003,"    Direct Submission
  "
KJ501509,West Nile virus,USA,WI,,kidney and spleen,Euphagus cyanocephalus,2001,"    Direct Submission
  "
KJ501510,West Nile virus,USA,AR,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501511,West Nile virus,USA,AR,,kidney and spleen,Cyanocitta cristata,2002,"    Direct Submission
  "
KJ501512,West Nile virus,USA,GA,,kidney and spleen,Corvus brachyrhynchos,2001,"    Direct Submission
  "
KJ501513,,,GA,,,Blue Jay  ,2002,
KJ501514,,,,,,American Crow  ,2002,
KJ501515,,,,,,Red-headed Tanager  ,2001,
KJ501516,,,,,,American Crow  ,2001,
KJ501517,,,,,,American Crow  ,2002,
KJ501518,,,,,,American White Pelican  ,2007,
KJ501519,,,,,,American Crow  ,2002,
KJ501520,,,,,,American White Pelican  ,2004,
KJ501521,,,,,,American White Pelican  ,2006,
KJ501522,,,,,,American White Pelican  ,2004,
KJ501523,,,,,,Least Tern  ,2006,
KJ501524,,,,,,Spotted Sandpiper  ,2006,
KJ501525,,,,,,American White Pelican  ,2004,
KJ501526,,,,,,Least Tern  ,2006,
KJ501527,,,,,,American Crow  ,2003,
KJ501528,,,TX,,,Blue Jay  ,2002,
KJ501529,West Nile virus,USA,WI,,feather pulp,Pelecanus erythrorhynchos,2006,"    Direct Submission
  "
KJ501530,West Nile virus,USA,PA,,feather,Branta canadensis,2012,"    Direct Submission
  "
KJ501531,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  "
KJ501532,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  "
KJ501533,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  "
KJ501534,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ501535,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ501536,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ501537,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ501538,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ501539,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  "
KJ786934,West Nile virus,USA,NY,,,Homo sapiens,2001,"    Direct Submission
  "
KJ786935,West Nile virus,USA,TX, Houston,,Northern mockingbird,41143,"    Evidence for Co-evolution of West Nile Virus and House Sparrows in
            North America
  "
KJ786936,West Nile virus,USA,TX, Kathy,,Cyanocitta cristata (Blue Jay),41138,"    Evidence for Co-evolution of West Nile Virus and House Sparrows in
            North America
  "
KJ883343,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ883344,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ883345,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ883346,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ883348,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ883349,West Nile virus,Greece,,,urine,Homo sapiens,2013,"    West Nile in Greece in 2013
  "
KJ958922,West Nile virus,Turkey,,,blood,equine,2011,"    Close Relationship between West Nile Virus from Turkey and Lineage
            1 Strain from Central African Republic
  "
KM083619,West Nile virus,USA,,,,flamingo,1999,"    Complete Genome Sequence of West Nile Virus Strains Used for the
            Formulation of CBER/FDA RNA Reference Reagents and Lot Release
            Panels for Nucleic Acid Testing
  "
KM203860,West Nile virus,Czech Republic," South Moravia, Novy ",,,Culex modestus,41494,"    West Nile virus lineage 2 isolated from Culex modestus mosquitoes
            in the Czech Republic, 2013: expansion of the European WNV endemic
            area to the North?
  "
KM203861,West Nile virus,Czech Republic," South Moravia, Nesyt",,,Culex modestus,41494,"    West Nile virus lineage 2 isolated from Culex modestus mosquitoes
            in the Czech Republic, 2013: expansion of the European WNV endemic
            area to the North?
  "
KM203862,West Nile virus,Czech Republic," South Moravia, Mlynsky",,,Culex modestus,41494,"    West Nile virus lineage 2 isolated from Culex modestus mosquitoes
            in the Czech Republic, 2013: expansion of the European WNV endemic
            area to the North?
  "
KM203863,West Nile virus,Czech Republic," South Moravia, Mlynsky ",,,Culex modestus,41494,"    West Nile virus lineage 2 isolated from Culex modestus mosquitoes
            in the Czech Republic, 2013: expansion of the European WNV endemic
            area to the North?
  "
KM659876,West Nile virus,Austria,,,human blood donor serum,Homo sapiens,2014,"    West Nile virus lineage 2 infection in a blood donor from Vienna,
            Austria, August 2014
  "
KP109691,West Nile virus,Austria,,,,Homo sapiens,2014,"    West Nile virus positive blood donation and subsequent
            entomological investigation, Austria, 2014
  "
KP109692,West Nile virus,Austria,,,,Culex pipiens,2014,"    West Nile virus positive blood donation and subsequent
            entomological investigation, Austria, 2014
  "
KP780837,West Nile virus,Austria,,,,Nestor notabilis (kea),39689,"    Chronic West Nile virus infection in kea (Nestor notabilis)
  "
KP780838,West Nile virus,Austria,,,,Nestor notabilis (kea),40072,"    Chronic West Nile virus infection in kea (Nestor notabilis)
  "
KP780839,West Nile virus,Austria,,,,Nestor notabilis (kea),40616,"    Chronic West Nile virus infection in kea (Nestor notabilis)
  "
KP780840,West Nile virus,Austria,,,,Nestor notabilis (kea),41872,"    Chronic West Nile virus infection in kea (Nestor notabilis)
  "
KP789953,West Nile virus,Italy,,,,Homo sapiens male born in 1939,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789954,West Nile virus,Italy,,,,Homo sapiens male born in 1959,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789955,West Nile virus,Italy,,,urine,Homo sapiens female born in 1967,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789956,West Nile virus,Italy,,,urine,Homo sapiens male born in 1938,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789957,West Nile virus,Italy,,,,Homo sapiens male born in 1963,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789958,West Nile virus,Italy,,,,Homo sapiens male born in 1945,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789959,West Nile virus,Italy,,,,Homo sapiens female born in 1934,2014,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KP789960,West Nile virus,Italy,,,urine,Homo sapiens male born in 1952,2013,"    Genetic diversity and geographical clustering of West Nile virus
            lineage 2 in Europe
  "
KR348915,,,CA,,,,2011,
KR348916,,,CA,,,,2008,
KR348917,,,CA,,,,2008,
KR348918,,,CA,,,,2011,
KR348919,,,CA,,,,2009,
KR348920,,,CA,,,,2009,
KR348921,,,CA,,,,2009,
KR348922,,,CA,,,,2009,
KR348923,,,CA,,,,2003,
KR348924,,,CA,,,,2003,
KR348925,,,CA,,,,2003,
KR348926,,,CA,,,,2008,
KR348927,,,CA,,,,2003,
KR348928,,,CA,,,,2007,
KR348929,,,CA,,,,2008,
KR348930,,,CA,,,,2009,
KR348931,,,CA,,,,2009,
KR348932,,,CA,,,,2007,
KR348933,,,CA,,,,2008,
KR348934,,,CA,,,,2007,
KR348935,,,CA,,,,2005,
KR348936,,,CA,,,,2008,
KR348937,,,CA,,,,2010,
KR348938,,,CA,,,,2011,
KR348939,,,CA,,,,2005,
KR348940,,,CA,,,,2010,
KR348941,,,CA,,,,2011,
KR348942,,,CA,,,,2011,
KR348943,,,CA,,,,2004,
KR348944,,,CA,,,,2010,
KR348945,,,CA,,,,2004,
KR348946,,,CA,,,,2008,
KR348947,,,CA,,,,2007,
KR348948,,,CA,,,,2004,
KR348949,,,CA,,,,2004,
KR348950,,,CA,,,,2008,
KR348951,,,CA,,,,2004,
KR348952,,,CA,,,,2007,
KR348953,,,CA,,,,2008,
KR348954,,,CA,,,,2010,
KR348955,,,CA,,,,2007,
KR348956,,,CA,,,,2010,
KR348957,,,CA,,,,2010,
KR348958,,,CA,,,,2011,
KR348959,,,CA,,,,2011,
KR348960,,,CA,,,,2011,
KR348961,,,CA,,,,2011,
KR348962,,,CA,,,,2011,
KR348963,,,CA,,,,2011,
KR348964,,,CA,,,,2011,
KR348965,,,CA,,,,2011,
KR348966,,,CA,,,,2011,
KR348967,,,CA,,,,2011,
KR348968,,,CA,,,,2008,
KR348969,,,CA,,,,2011,
KR348970,,,CA,,,,2008,
KR348971,,,CA,,,,2011,
KR348972,,,CA,,,,2011,
KR348973,,,CA,,,,2011,
KR348976,,,CA,,,,2011,
KR348977,,,CA,,,,2011,
KR348978,,,CA,,,,2008,
KR348979,,,CA,,,,2004,
KR348980,,,CA,,,,2011,
KR348982,,,CA,,,,2011,
KR348984,,,CA,,,,2011,
KR348985,,,CA,,,,2007,
KR348987,,,CA,,,,2008,
KR348988,,,CA,,,,2008,
KR348989,,,CA,,,,2007,
KR348990,,,CA,,,,2007,
KR348991,,,CA,,,,2007,
KR348992,,,CA,,,,2006,
KR348994,,,CA,,,,2005,
KR348995,,,CA,,,,2005,
KR348997,,,CA,,,,2005,
KR348998,,,CA,,,,2008,
KR348999,,,CA,,,,2005,
KR349000,,,CA,,,,2008,
KR349002,,,CA,,,,2011,
KR349004,,,CA,,,,2011,
KR349006,,,CA,,,,2011,
KR349007,,,CA,,,,2005,
KR349008,,,CA,,,,2005,
KR349009,,,CA,,,,2005,
KR349010,,,CA,,,,2005,
KR349011,,,CA,,,,2005,
KR349012,,,CA,,,,2005,
KR349013,,,CA,,,,2007,
KR349014,,,CA,,,,2008,
KR349015,,,CA,,,,2004,
KR349017,,,CA,,,,2007,
KR349018,,,CA,,,,2007,
KR349019,,,CA,,,,2009,
KR349020,,,CA,,,,2011,
KR349021,,,CA,,,,2011,
KR349022,,,CA,,,,2011,
KR349024,,,CA,,,,2003,
KR349025,,,CA,,,,2007,
KR349026,,,CA,,,,2011,
KR868734,West Nile virus,USA,CO, Fort Collins,homogenate from 6 pooled mosquitoes,Culex tarsalis,41143,"    West Nile virus sequenced from a pool of Culex tarsalis, Fort
            Collins, CO, 2012
  "
KT163243,West Nile virus,India,,,,,42005,"    Development and characterization of reverse genetics system for the
            Indian West Nile virus lineage 1 strain 68856
  "
KT207791,West Nile virus,Italy,,,,mosquito,41835,"    First report outside Eastern Europe of West Nile virus lineage 2
            related to the Volgograd 2007 strain, northeastern Italy, 2014
  "
KT207792,West Nile virus,Italy,,,,mosquito,41869,"    First report outside Eastern Europe of West Nile virus lineage 2
            related to the Volgograd 2007 strain, northeastern Italy, 2014
  "
KT359349,West Nile virus,Hungary,,,urine,Homo sapiens,2014,"    Detection and sequencing of West Nile virus RNA from human urine
            and serum samples during the 2014 seasonal period
  "
KT862843,West Nile virus,USA,TX,Harris County,,blue jay,40429,"    Deep Insights into the West Nile Virus Genome-Natural Features of
            Viral Evolution
  "
KT862844,West Nile virus,USA,TX,Harris County,,American crow,40784,"    Deep Insights into the West Nile Virus Genome-Natural Features of
            Viral Evolution
  "
KT934796,Kunjin virus,Australia, Victoria,,spinal cord,horse,1984,"    Genetic and phenotypic markers of virulence and evolution in West
            Nile virus strains circulating in Australia over the last 50 years
  "
KT934797,Kunjin virus,Australia, New South Wales,,,Homo sapiens,1991,"    Genetic and phenotypic markers of virulence and evolution in West
            Nile virus strains circulating in Australia over the last 50 years
  "
KT934798,Kunjin virus,Australia," Gulf of Carpentaria, Queensland",,,Culex annulirostris,2000,"    Genetic and phenotypic markers of virulence and evolution in West
            Nile virus strains circulating in Australia over the last 50 years
  "
